Verisure - DARWIN - CIBLEXO - 15012022 12h - 10K - Texte 3;Tag;id;id_stats
MEDIAMOOV - mon-centre-auditif.com MSS 20220203 9h15 - 5K;Health;ba7a9ed2-21fd-4670-ae12-ae98712c38b7;14
Verisure - DARWIN - TC - 03022022 11h45 - 10K - Texte 3;Alarms;628490de-9d3f-4f10-bcf5-5d074686ea5d;53
Verisure - DARWIN - TC - 03022022 11h45 - 10K - Texte 2;Alarms;e804a25b-20af-4cce-af97-55a7bcc8306c;53
Verisure - DARWIN - KONTIKI vs ZECIBLE - 03022022 11h45 - 10K - Texte 2;Alarms;673f0aea-b89f-4022-8f63-f0c22d84a013;53
Verisure - DARWIN - EMB - 02022022 11h45 - 10K - Texte 3;Alarms;aea49497-4c3e-4e8b-b8d3-9fe70739ed25;53
Verisure - DARWIN - EMB - 02022022 11h45 - 10K - Texte 2;Alarms;236bd47b-3d9d-4ce7-ada8-47768ad5e729;53
Verisure - DARWIN - LGDE - 02022022 11h45 - 10K - Texte 4;Alarms;65f5811a-6f74-45d5-8866-7bf2380500cb;53
Verisure - DARWIN - LGDE - 02022022 11h45 - 10K - Texte 2;Alarms;cbf1649f-ce2d-4dde-8b47-7984a54b944f;53
MEDIAMOOV - mon-centre-auditif.com MSS 20220201 9h15 - 5K;Health;5f47b67e-b7e4-4379-ba68-6da143f227cd;14
MEDIAMOOV - mon-centre-auditif.com MSS 20220131 9h15 - 5K;Health;2ec1a68a-a2d0-4022-a464-6cf3205a4fbf;14
Verisure - DARWIN - LGDBP - 27012022 11h45 - 10K - Texte 2;Alarms;752085e1-5a77-432c-a491-20777ba71940;53
Verisure - DARWIN - CIBLEXO - 26012022 11h45 - 10K - Texte 2;Alarms;15741467-497a-4923-bc93-692d85e54315;53
Verisure - DARWIN - KONTIKI vs FIDME - M&F 26012022 11h45 - 10K - Texte 1;Alarms;f6dcabe2-38fb-48a7-a9e3-dcc54261cf7b;53
Verisure - DARWIN - KONTIKI vs TREND CORNER - 26012022 11h45 - 3K - Texte 2;Alarms;1e5aafd5-f611-4f68-bc65-0e6918d922a7;53
Verisure - DARWIN - TREND CORNER - 26012022 11h45 - 7K - Texte 2;Alarms;47d58519-a47c-490d-829c-31bccbd331a2;53
Verisure - DARWIN - LGDBP - 26012022 11h45 - 10K - Texte 2;Alarms;79ee7654-320a-40a6-82d3-c18e28581240;53
Verisure - DARWIN - LGDE - 24012022 11h45 - 10K - Texte 2;Alarms;317fddfa-1016-497f-a38c-3684131f13a1;53
Verisure - DARWIN - TREND CORNER - 24012022 11h45 - 10K - Texte 2;Alarms;040f81b3-4ef4-40f0-85b7-57c404e3ad48;53
MEDIAMOOV - mon-centre-auditif.com MSS 20220127 9h - 5K;Health;5809fce1-4608-4833-b4b1-cb07f27a420f;14
MEDIAMOOV - mon-centre-auditif.com MSS 20220126 9h - 5K;Health;03bc6702-fb15-4a40-a55d-6e38900b3991;14
MEDIAMOOV - mon-centre-auditif.com MSS 20220125 9h15 - 5K;Health;fce6ffb3-1eb5-4a97-a43b-d507cac67ecd;14
MEDIAMOOV - mon-centre-auditif.com MSS 20220124 9h00 - 5K;Health;119c632e-a25a-45c8-b727-64573849648f;14
Verisure - DARWIN - KONTIKI - 22012022 12h - 10K - Texte 2;Alarms;a52b8158-9eac-4317-a189-4c2adc7ab9f7;53
Verisure - DARWIN - CIBLEXO - 22012022 12h - 10K - Texte 3;Alarms;33f21097-b1c7-4eb6-b3e8-9dcfd0d0b8c7;53
Verisure - DARWIN - LGDBP - M&F 22012022 12h - 10K - Texte 3;Alarms;52b14c80-2d10-478d-830d-47892b044ab6;53
Verisure - DARWIN - LGDE - 22012022 12h - 10K - Texte 2;Alarms;2ce027eb-f816-485c-9452-ee07b2a01b3f;53
Verisure - DARWIN - LGDBP - M&F 22012022 12h - 10K - Texte 2;Alarms;cae7b30c-f9c1-4668-88ca-c7dbb4146bb6;53
Verisure - DARWIN - CIBLEXO vs ZECIBLE - M&F 22012022 12h - 10K - Texte 2;Alarms;b8d70d88-0ff1-4612-ba2e-a0a484565978;53
Verisure - DARWIN - CIBLEXO vs ZECIBLE - M&F 22012022 12h - 10K - Texte 1;Alarms;2abf1664-96a3-47d1-ac15-7af6d1eab103;53
Verisure - DARWIN - CIBLEXO - 21012022 11h45 - 20K - Texte 3;Alarms;ccd03a2f-3aa0-4286-a909-655a291d26d5;53
Verisure - DARWIN - CIBLEXO - 20012022 11h45 - 20K - Texte 3;Alarms;4bc702a7-f527-418e-9a27-0d8abe83104c;53
Verisure - DARWIN - KONTIKI vs FIDME - M&F 20012022 11h45 - 10K - Texte 3;Alarms;f2748320-e432-4395-9677-56c427e8f568;53
Verisure - DARWIN - KONTIKI vs FIDME - M&F 20012022 11h45 - 10K - Texte 1;Alarms;b1a0e969-0b65-4aaf-bdc9-7a4d1c8b5a01;53
Verisure - DARWIN - TREND CORNER - 20012022 11h45 - 10K - Texte 3;Alarms;66f6e0b7-0d7d-499d-b4bb-9dfc2509a47a;53
Verisure - DARWIN - TREND CORNER - 20012022 11h45 - 10K - Texte 2;Alarms;903c015c-942b-4863-aae5-a33637632cf6;53
Verisure - DARWIN - KONTIKI vs FIDME - M&F 19012022 11h45 - 10K - Texte 3;Alarms;42dfa7f3-d336-4acd-ab1c-fde3da7edd01;53
Verisure - DARWIN - CIBLEXO - 19012022 12h - 10K - Texte 3;Alarms;c3c9cb6a-4664-4a4d-9bf4-e1e19ddc7454;53
Verisure - DARWIN - CIBLEXO vs ZECIBLE - M&F 18012022 11h45 - 20K - Texte 2;Alarms;8ee220f0-f2a1-496b-a0ac-c9a610cf8776;53
Verisure - DARWIN - CIBLEXO - 17012022 12h - 10K - Texte 3;Alarms;8459cc15-304d-4512-bf99-af0883f99cf4;53
Verisure - DARWIN - CIBLEXO - 17012022 12h - 10K - Texte 2;Alarms;289755be-04e2-4da3-b8c6-550d3a4d6cfd;53
MEDIAMOOV - mon-centre-auditif.com MSS 20220120 9h15 - 10K;Health;44abb5cb-cf3f-4b85-b948-4138061db271;14
MEDIAMOOV - mon-centre-auditif.com MSS 20220119 9h15 - 5K;Health;3929653b-59fa-4423-a030-7df042aa7338;14
MEDIAMOOV - mon-centre-auditif.com MSS 20220118 9h15 - 5K;Health;9976959a-3384-4525-9db0-19d1cd3fb55b;14
MEDIAMOOV - mon-centre-auditif.com MSS 20220117 9h15 - 5K;Health;a7bade1f-3b2f-4796-80f3-afa8655fba4d;14
Verisure - DARWIN - LGDE - 15012022 12h - 20K - Texte 2;Alarms;b245f829-19df-4561-afd5-4e3e65f3b6e0;53
Verisure - DARWIN - LGDE - 17012022 11h45 - 20K - Texte 2;Alarms;19cc4332-3b35-46c5-a26c-c73b25b361b8;53
Verisure - DARWIN - CIBLEXO vs ZECIBLE - M&F 17012022 11h45 - 10K - Texte 2;Alarms;54dfc911-c97a-4c95-a39e-b290e1f1122b;53
Verisure - DARWIN - CIBLEXO - 15012022 12h - 10K - Texte 3;Alarms;eefebd13-cce8-4258-a0f5-7a575d7c3d5d;53
Verisure - DARWIN - CIBLEXO - 15012022 12h - 10K - Texte 2;Alarms;1d3e22c3-9277-456a-b3ba-edcea63239da;53
Verisure - DARWIN - KONTIKI vs FIDME - M&F 15012022 12h - 10K - Texte 2;Alarms;2eec6297-1c4b-4947-b3e9-a731ec625c81;53
Verisure - DARWIN - KONTIKI vs FIDME - M&F 15012022 12h - 10K - Texte 1;Alarms;6f82c7ab-7db8-4a02-8617-dcc0475d893f;53
Verisure - DARWIN - LGDE - 13012022 11h45 - 10K - Texte 2;Alarms;185106cb-6fff-453c-9694-98b97f5e1b39;53
Verisure - DARWIN - LGDE - 12012022 11h45 - 10K - Texte 2;Alarms;8e6fd6f8-032b-47bc-8772-f488e73391b9;53
Verisure - DARWIN - KONTIKI vs FIDME - M&F 12012022 11h45 - 10K - Texte 1;Alarms;e3b89ff0-d62b-40e3-aec6-7e58202f2680;53
Verisure - DARWIN - KONTIKI vs FIDME - M&F 12012022 11h45 - 10K - Texte 3;Alarms;0bb6db84-cf19-4c13-a19b-f61472445af8;53
Verisure - DARWIN - KONTIKI - 11012022 11h45 - 20K - Texte 2;Alarms;8abd709a-61ba-441f-8759-3f6081819d4e;53
Verisure - DARWIN - LGDE - 11012022 11h45 - 10K - Texte 2;Alarms;af50eb3b-2536-4489-aed2-2b9f87b378ba;53
Verisure - DARWIN - TC - M&F 11012022 11h45 - 10K - Texte 3;Alarms;74f4280e-7708-4e90-9eed-71e9265b7a6f;53
MEDIAMOOV - mon-centre-auditif.com MSS 20220112 9h15 - 5K;Health;83908b25-7c4c-4c2c-9704-040edb190f73;14
MEDIAMOOV - mon-centre-auditif.com MSS 20220113 9h15 - 5K;Health;07eeceb6-eb0c-4c42-a21d-99619d3c6653;14
MEDIAMOOV - mon-centre-auditif.com MSS 20220111 9h15 - 5K;Health;c452206c-7c3e-4c7b-823b-6a32e1dc3169;14
Verisure - DARWIN - KONTIKI - M&F 10012022 11h45 - 20K - Texte 1;Alarms;694ed0c3-f7e5-450f-b96d-d5ca6998ba60;53
Verisure - DARWIN - KONTIKI vs FIDME - M&F 10012022 11h45 - 10K - Texte 3;Alarms;cdc9f1a3-45a1-403e-860f-dd81286347ed;53
Verisure - DARWIN - FIDME - M&F 10012022 11h45 - 10K - Texte 1;Alarms;75b0fd36-798b-467f-aee6-b64a1513aa22;53
Verisure - DARWIN - CIBLEXO vs ZECIBLE - M&F 10012022 11h45 - 10K - Texte 3;Alarms;37389a45-6650-414d-9ce9-ec6b2f56323f;53
Verisure - DARWIN - CIBLEXO vs ZECIBLE - M&F 10012022 11h45 - 10K - Texte 1;Alarms;756bafcc-1d21-4ea4-aee6-e941714cb7cd;53
Verisure - DARWIN - KONTIKI - M&F 08012022 12h - 10K - Texte 1;Alarms;4233f386-7d6d-4642-b3e5-ec03d0a5c693;53
Verisure - DARWIN - FIDME - M&F 08012022 12h - 10K - Texte 3;Alarms;4da60c13-0498-4c37-9252-d3eb4efe08c1;53
Verisure - DARWIN - FIDME - M&F 08012022 12h - 10K - Texte 1;Alarms;ee52c99f-3ecd-4f21-a854-8b44f79cb791;53
Verisure - DARWIN - Trend Corner - M&F 08012022 12h - 10K - Texte 3;Alarms;ad79a91c-a1af-478b-88d8-b320c783012f;53
Verisure - DARWIN - CIBLEXO vs ZECIBLE - M&F 08012022 12h - 10K - Texte 3;Alarms;d082f904-643e-4487-b25c-030f724818c7;53
Verisure - DARWIN - CIBLEXO vs ZECIBLE - M&F 08012022 12h - 10K - Texte 2;Alarms;2c250e9a-c510-45ec-b385-ac6054f71fde;53
Verisure - DARWIN - RDVDBP - M&F 07012022 11h45 - 10K - Texte 2;Alarms;be3a71a1-bdaa-41dd-aa03-b6179af53749;53
Verisure - DARWIN - RDVDBP - M&F 07012022 11h45 - 10K - Texte 3;Alarms;5895a12f-2019-4758-8c62-751b1d2981e1;53
Verisure - DARWIN - KONTIKI - M&F 07012022 11h45 - 10K - Texte 3;Alarms;0fc46a03-a351-4950-abaa-624175f671ef;53
Verisure - DARWIN - KONTIKI - M&F 07012022 11h45 - 10K - Texte 2;Alarms;5fc69f30-d9c1-447a-900b-4806df0a9e8f;53
Verisure - DARWIN - KONTIKI - M&F 07012022 11h45 - 10K - Texte 1;Alarms;332779ba-c52b-4eb1-832b-096324d1b823;53
Verisure - DARWIN - CIBLEXO vs ZECIBLE - M&F 07012022 11h45 - 20K - Texte 3;Alarms;afa021c1-3c61-4c4d-ac4d-de6cc4cc53a1;53
Verisure - DARWIN - LGDE 06012022 11h45 - 15K - Texte 3;Alarms;ae0ba469-0db9-4e0f-8ddf-55d0895e336e;53
Verisure - DARWIN - MSS - M&F 06012022 11h45 - 15K - Texte 3;Alarms;04e30cfd-72eb-4ba2-b86b-e4c804b668df;53
Verisure - DARWIN - CIBLEXO vs ZECIBLE - M&F 06012022 11h45 - 30K - Texte 3;Alarms;cc6b3326-3363-43fd-a843-edce6b869773;53
Verisure - DARWIN - CIBLEXO vs ZECIBLE - M&F 05012022 11h45 - 20K - Texte 3;Alarms;51152662-5bc8-47bc-938e-6ccb05cdbf25;53
Verisure - DARWIN - EMB - 05012022 11h45 - 10K - Texte 3;Alarms;aa9c8733-17f8-4344-a17b-dfba2e6af206;53
Verisure - DARWIN - EMB - 05012022 11h45 - 10K - Texte 1;Alarms;dfbfa231-e418-4b8d-ae30-2b8e4b6723fc;53
Verisure - DARWIN - FIDME - 05012022 11h45 - 10K - Texte 3;Alarms;3ad910d1-c386-496a-8a36-10369985b95d;53
Verisure - DARWIN - FIDME - 05012022 11h45 - 10K - Texte 1;Alarms;f3a1a84c-0983-4783-b11f-36c8a32baf9a;53
Verisure - DARWIN - KONTIKI - 05012022 11h45 - 10K - Texte 2;Alarms;6504f2e1-4e97-4f23-966f-ba07cc0cc5f6;53
Verisure - DARWIN - KONTIKI - 05012022 11h45 - 10K - Texte 1;Alarms;6501f546-2107-431b-9a26-0456d0daf0cd;53
MEDIAMOOV - mon-centre-auditif.com MSS 20220106 9h15 - 5K;Health;dcb20081-6717-4a78-b283-c45a70c6673b;14
MEDIAMOOV - mon-centre-auditif.com LGDE 20220105 9h15 - 5K;Health;2c5979c7-2199-4ed6-812c-9d17cdc698e1;14
TEST UPDATE SHEDULED;;320bebc9-7944-4552-bb70-d0cdc5046f7e;
Verisure - DARWIN - CIBLEXO - 04012022 11h45 - 10K - Texte 2;Alarms;4550a6fd-384e-4cde-93da-ac05881071fd;53
Verisure - DARWIN - CIBLEXO vs ZECIBLE - M&F - 04012022 11h45 - 10K - Texte 3;Alarms;4e47df59-bc5f-401c-bf72-0485f941416c;53
Verisure - DARWIN - JUNGLE BEE - 04012022 11h45 - 10K - Texte 1;Alarms;2d92f7bb-095f-4f72-954f-33fd3fdef4b3;53
Verisure - DARWIN - JUNGLE BEE - 04012022 11h45 - 10K - Texte 1;Alarms;c726487a-4935-4174-b99c-740e6113618f;53
Verisure - DARWIN - LGDE - 04012022 11h45 - 10K - Texte 3;Alarms;00210d8d-ffbf-40ea-b4d7-47311afa9df0;53
Verisure - DARWIN - LGDE - 04012022 11h45 - 10K - Texte 2;Alarms;b23aae29-b088-4dc5-bb25-5dfdc5f254cf;53
Verisure - DARWIN - CIBLEXO - M50&F50 - 03012022 11h45 - 10K - Texte 2;Alarms;86a18358-c5aa-4e78-859f-2044e4216c00;53
Verisure - DARWIN - CIBLEXO - M50-50F - 03012022 11h45 - 10K - Texte 1;Alarms;4cb20dda-ea79-4208-ba94-ce27f5f0872e;53
Verisure - DARWIN - CIBLEXO vs ZECIBLE - M&F - 03012022 11h45 - 10K - Texte 2;Alarms;907c55b2-65ca-4b67-b993-0fa9786cc58b;53
Verisure - DARWIN - CIBLEXO vs ZECIBLE - M&F - 03012022 11h45 - 10K - Texte 3;Alarms;5d9c6349-6b22-4cf1-a815-b6b85ab6b752;53
Verisure - DARWIN - LGDBP - M&F - 03012022 11h45 - 10K - Texte 2;Alarms;204af690-0ea1-4db9-b000-fa2d2f82d3e1;53
Verisure - DARWIN - LGDBP - M&F - 03012022 11h45 - 10K - Texte 1;Alarms;ce6266e1-6a8b-404a-b6c6-477fad00a1de;53
MEDIAMOOV - mon-centre-auditif.com LGDE 20211230 9h15 - 5K;Health;fd2e30e6-c615-4724-acbe-e9a79b19caf5;14
MEDIAMOOV - mon-centre-auditif.com LGDE 20211228 9h15 - 5K;Health;a3a65e4d-c748-4b94-a87f-ede7da875505;14
Verisure - DARWIN - LGDBP - M&F - 21122021 12h35 - 15K - Texte 5;Alarms;a26aa25e-e86e-4189-a930-2124a85809ad;53
Verisure - DARWIN - EMB vs FIDME - M&F - 21122021 12h25 - 10K - Texte 5;Alarms;d15a4cca-20af-450e-b913-bbf18f032e65;53
Verisure - DARWIN - EMB - M&F - 21122021 12h15 - 15K - Texte 5;Alarms;a3b75691-e5c6-45b9-99c3-4ffed9ede7f4;53
Verisure - DARWIN - EMB vs FIDME - M&F - 21122021 11h45 - 20K - Texte 5;Alarms;d141d505-5754-456f-9676-07e3dc5365ba;53
Verisure - DARWIN - EMB vs FIDME - M&F - 18122021 12h - 10K - Texte 5;Alarms;9ca40d44-0bc2-4a39-ade9-c8c506f44abd;53
Verisure - DARWIN - FIDME - M&F - 18122021 11h45 - 15K - Texte 5;Alarms;160b76ab-f269-425f-a8ab-b73d76147002;53
Verisure - DARWIN - LGDE - M&F - 16122021 11h45 - 10K - Texte 5;Alarms;f809cb7b-f20c-4ee3-9ffd-9801d70cb0be;53
Verisure - DARWIN - EMB - M&F - 16122021 11h45 - 10K - Texte 5;Alarms;0444d601-88c4-4531-b14b-7a25f2d09478;53
Verisure - DARWIN - FIDME - M&F - 16122021 11h45 - 10K - Texte 5;Alarms;aed23930-d5d9-4961-9f12-19b4c7644519;53
Verisure - DARWIN - FIDME - M&F - 15122021 11h45 - 10K - Texte 1;Alarms;f0d6a80e-8e45-48ef-8fe5-67a0fc2c2ca7;53
Verisure - DARWIN - FIDME - M&F - 15122021 11h45 - 10K - Texte 5;Alarms;064ebea7-0f7d-42ac-bbce-333ed3c2f797;53
Verisure - DARWIN - LGDBP - M&F - 14122021 11h45 - 10K - Texte 5;Alarms;0683e69c-2c19-483f-90d8-41631e49389c;53
Verisure - DARWIN - LGDBP - M&F - 14122021 11h45 - 10K - Texte 1;Alarms;8530e5cc-c468-48c4-add7-262943d65fa5;53
Verisure - DARWIN - EMB - M&F - 14122021 11h45 - 10K - Texte 5;Alarms;aa513881-ea33-4d09-9dcc-207904fb0ca9;53
MEDIAMOOV - mon-centre-auditif.com LGDE 20211216 9h15 - 5K;Health;902970c0-cd4d-4ec2-b8c3-f64ae91500b6;14
MEDIAMOOV - mon-centre-auditif.com MSS 20211214 9h15 - 5K;Health;94dfce48-0813-4d3e-97bb-f1b8b8570287;14
Verisure - DARWIN - RDVDBP - M&F - 13122021 11h45 - 10K - Texte 1;Alarms;19e3dd4c-7837-4ec7-91a0-7bcfd680a570;53
Verisure - DARWIN - KONTIKI - M&F - 11122021 12h - 10K - Texte 5;Alarms;4acd71ff-ad2f-44b1-a6a9-1ddae5fa7e68;53
Verisure - DARWIN - KONTIKI - M&F - 11122021 12h - 10K - Texte 1;Alarms;b336b65f-2b72-4d47-aafc-b4907b734e96;53
Verisure - DARWIN - FIDME - M&F - 11122021 12h - 20K - Texte 1;Alarms;3182362b-0025-4102-a8e4-9300d045fb1c;53
Verisure - DARWIN - LGDE - M&F - 11122021 12h - 10K - Texte 1;Alarms;13a3315b-861e-428a-baa3-54af96b9e3a9;53
Verisure - DARWIN - CIBLEXO vs LADV - M&F - 11122021 12h - 10K - Texte 1;Alarms;8f1300a4-556a-45b8-bc8b-355376e7c66d;53
Verisure - DARWIN - CIBLEXO vs ZECIBLE - M&F - 11122021 12h - 10K - Texte 1;Alarms;4a624477-4fbf-4782-bfcf-f32291a6b6b1;53
Verisure - DARWIN - LGDE vs ZECIBLE - M&F - 10122021 11h45 - 10K - Texte 1;Alarms;e64c5785-785f-445e-bf55-3b76ba8f82f0;53
Verisure - DARWIN - LGDE vs ZECIBLE - M&F - 10122021 11h45 - 10K - Texte 5;Alarms;2172ddba-33d5-4cbc-abef-325ce9d38a9f;53
Verisure - DARWIN - FIDME - M&F - 09122021 11h45 - 20K - Texte 1;Alarms;1dca0d0f-06df-4e8b-84ba-bd1136003f8a;53
MEDIAMOOV - mon-centre-auditif.com MSS 20211209 9h15 - 3440;Health;062fed33-19e0-41c1-905c-8456d7bc10ed;14
MEDIAMOOV - RDV Audio - KTK 20211209 9h15 - 1560;Health;0d9ebdfe-0340-44a6-add9-ab641690cf45;14
Verisure - DARWIN - CIBLEXO vs ZECIBLE - M&F - 08122021 11h45 - 10K - Texte 1;Alarms;ccd47dec-f160-45da-a40f-941e20ddec1f;53
Verisure - DARWIN - LGDBP - M&F - 08122021 11h45 - 20K - Texte 1;Alarms;2aae5fb2-54d2-4820-8265-72acb624ad5c;53
Verisure - DARWIN - KONTIKI - M&F - 07122021 11h45 - 20K - Texte 1;Alarms;b0e8601c-27db-4634-9a13-e64d532fd6f1;53
Verisure - DARWIN - LADV - M&F - 07122021 11h45 - 10K - Texte 1;Alarms;7b720965-0e43-4f53-86ce-e6acccbabd72;53
Verisure - DARWIN - FIDME - M&F - 07122021 11h45 - 20K - Texte 1;Alarms;e1ca3466-4124-4b70-8113-d1bbf5313571;53
MEDIAMOOV - RDV Audio - KTK 20211207 9h15 - 5K;Health;9d861610-a9ca-4b18-a089-3b6037838dfa;14
Verisure - DARWIN - LGDE vs LGDBP - ssciv - 06122021 12h - 10K - Texte 1;Alarms;2266f1ba-2dc6-4ee9-b77e-08ac819e1549;53
Verisure - DARWIN - LGDE vs MSS - ssciv - 06122021 12h - 10K - Texte 1;Alarms;a4c696e3-c648-4136-9329-1f6be3c2e293;53
Verisure - DARWIN - LGDE vs KONTIKI - ssciv - 04122021 12h - 40K - Texte 1;Alarms;e267b4ee-f2af-4555-a472-f93b6de2ea40;53
Verisure - DARWIN - LGDE - M&F - 04122021 12h - 30K - Texte 1;Alarms;579dbb45-78ed-42d5-bdfb-d5a98554d7fd;53
Verisure - DARWIN - LGDE VS ZECIBLE - ssciv - 04122021 12h - 30K - Texte 1;Alarms;a0829110-ccc2-46e0-aaac-ffcc182d694c;53
Verisure - DARWIN - LGDE vs KONTIKI - ssciv - 03122021 12h - 45K - Texte 1;Alarms;81a77a9f-79fc-47f1-9c2f-84355b59e9e2;53
Verisure - DARWIN - LGDE - M&F - 03122021 12h - 35K - Texte 1;Alarms;38194fe4-2b9d-4ec1-bc98-3022097b60d0;53
Verisure - DARWIN - LGDE VS ZECIBLE - ssciv - 03122021 12h - 35K - Texte 1;Alarms;0c9efc72-e6d6-427c-ade3-30c2f2721eb3;53
MEDIAMOOV - RDV Audio - KTK 20211202 9h15 - 5K;Health;bfead374-386e-455d-a574-971b6ee2a9b6;14
Verisure - DARWIN - LGDE vs KONTIKI - ssciv - 02122021 11h45 - 25K - Texte 1;Alarms;3e42b288-8019-4270-9c9c-a63551ca9c5d;53
Verisure - DARWIN - LGDE - ssciv- 02122021 11h45 - 25K - Texte 3;Alarms;9fb2a1e2-f3a3-4daa-abf0-80f3692761f9;53
Verisure - DARWIN - JUNGLE BEE - H -  02122021 11h45 - 20K - Texte 1;Alarms;f187ca32-e4a6-4b42-bc8f-5dff6bae7823;53
Verisure - DARWIN - LGDE VS ZECIBLE - ssciv - 02122021 11h45 - 20K - Texte 1;Alarms;94eb9c58-b1d3-487a-88a3-4a11b16969b1;53
Verisure - DARWIN - LGDE vs KONTIKI - ssciv - 01122021 11h45 - 25K - Texte 1;Alarms;ab002ceb-abe0-4a6b-b305-a305a426396f;53
Verisure - DARWIN - JUNGLE BEE - H -  01122021 11h45 - 20K - Texte 1;Alarms;31026179-f5ff-4773-9dcd-2ed1636d6ed1;53
Verisure - DARWIN - LGDE - ssciv- 01122021 11h45 - 25K - Texte 3;Alarms;1e40c1b0-f842-4a04-baf3-51ee5f243f80;53
Verisure - DARWIN - LGDE VS ZECIBLE - ssciv - 01122021 11h45 - 20K - Texte 1;Alarms;130f2cb0-f8de-4c02-bb0a-a9dfde639515;53
MEDIAMOOV - RDV Audio - KTK 30112021 9h15 - 5K;Health;f2fc544d-1013-4e42-b772-28033e090c12;14
MEDIAMOOV - RDV Audio - KTK 29112021 15h35 - 5K;Health;9a1f4f82-e983-4b47-95a2-d77a93b87cac;14
Verisure - DARWIN - LGDE - ssciv- 29112021 11h45 - 10K - Texte 3;Alarms;81871d33-4733-471d-bb3e-9265ec208f9f;53
Verisure - DARWIN - JUNGLE BEE - H -  27112021 12h - 10K - Texte 3;Alarms;26adad4f-8321-4e4f-9beb-8d8e30be3a69;53
Verisure - DARWIN - LGDE - ssciv- 27112021 12h - 10K - Texte 3;Alarms;757417ad-607f-4630-a23f-6a4c8bf040e9;53
MEDIAMOOV - RDV Audio - KTK 27112021 12h15 - 3K;Health;be322293-c83b-41dd-b4f8-0116aec25978;14
Verisure - DARWIN - KONTIKI - F&ssciv 24112021 12h - 10K - Texte 1;Alarms;dd8f0f7c-251d-46a3-959d-9ca6ab268ef4;53
Verisure - DARWIN - LGDE - H - 24112021 11h45 - 30K - Texte 3;Alarms;fb1a672c-c335-4bb1-8b25-a5a3c0f9c6ab;53
